module,type,obj,line,column,endLine,endColumn,path,symbol,message,message-id
53,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/53.py,missing-module-docstring,Missing module docstring,C0114
53,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/53.py,invalid-name,"Module name ""53"" doesn't conform to snake_case naming style",C0103
121,convention,,2,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/121.py,line-too-long,Line too long (115/100),C0301
121,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/121.py,missing-module-docstring,Missing module docstring,C0114
121,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/121.py,invalid-name,"Module name ""121"" doesn't conform to snake_case naming style",C0103
48,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/48.py,missing-module-docstring,Missing module docstring,C0114
48,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/48.py,invalid-name,"Module name ""48"" doesn't conform to snake_case naming style",C0103
9,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/9.py,missing-module-docstring,Missing module docstring,C0114
9,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/9.py,invalid-name,"Module name ""9"" doesn't conform to snake_case naming style",C0103
9,convention,rolling_max,1,0,1.0,15.0,sample_data/GPT_4_Simple_Prompt/Dataset/9.py,missing-function-docstring,Missing function or method docstring,C0116
9,error,rolling_max,1,25,1.0,29.0,sample_data/GPT_4_Simple_Prompt/Dataset/9.py,undefined-variable,Undefined variable 'List',E0602
9,error,rolling_max,1,39,1.0,43.0,sample_data/GPT_4_Simple_Prompt/Dataset/9.py,undefined-variable,Undefined variable 'List',E0602
9,refactor,rolling_max,5,8,6.0,25.0,sample_data/GPT_4_Simple_Prompt/Dataset/9.py,consider-using-max-builtin,"Consider using 'max_num = max(max_num, num)' instead of unnecessary if block",R1731
54,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/54.py,missing-module-docstring,Missing module docstring,C0114
54,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/54.py,invalid-name,"Module name ""54"" doesn't conform to snake_case naming style",C0103
54,convention,same_chars,1,0,1.0,14.0,sample_data/GPT_4_Simple_Prompt/Dataset/54.py,missing-function-docstring,Missing function or method docstring,C0116
160,convention,,5,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/160.py,line-too-long,Line too long (101/100),C0301
160,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/160.py,missing-module-docstring,Missing module docstring,C0114
160,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/160.py,invalid-name,"Module name ""160"" doesn't conform to snake_case naming style",C0103
160,convention,do_algebra,1,0,1.0,14.0,sample_data/GPT_4_Simple_Prompt/Dataset/160.py,missing-function-docstring,Missing function or method docstring,C0116
160,convention,do_algebra,7,8,19.0,58.0,sample_data/GPT_4_Simple_Prompt/Dataset/160.py,consider-using-enumerate,Consider using enumerate instead of iterating with range and len,C0200
27,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/27.py,missing-module-docstring,Missing module docstring,C0114
27,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/27.py,invalid-name,"Module name ""27"" doesn't conform to snake_case naming style",C0103
27,convention,flip_case,1,0,1.0,13.0,sample_data/GPT_4_Simple_Prompt/Dataset/27.py,missing-function-docstring,Missing function or method docstring,C0116
51,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/51.py,missing-module-docstring,Missing module docstring,C0114
51,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/51.py,invalid-name,"Module name ""51"" doesn't conform to snake_case naming style",C0103
51,convention,remove_vowels,1,0,1.0,17.0,sample_data/GPT_4_Simple_Prompt/Dataset/51.py,missing-function-docstring,Missing function or method docstring,C0116
159,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/159.py,missing-module-docstring,Missing module docstring,C0114
159,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/159.py,invalid-name,"Module name ""159"" doesn't conform to snake_case naming style",C0103
159,convention,eat,1,0,1.0,7.0,sample_data/GPT_4_Simple_Prompt/Dataset/159.py,missing-function-docstring,Missing function or method docstring,C0116
159,refactor,eat,2,4,5.0,38.0,sample_data/GPT_4_Simple_Prompt/Dataset/159.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
37,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/37.py,missing-module-docstring,Missing module docstring,C0114
37,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/37.py,invalid-name,"Module name ""37"" doesn't conform to snake_case naming style",C0103
37,convention,sort_even,1,0,1.0,13.0,sample_data/GPT_4_Simple_Prompt/Dataset/37.py,missing-function-docstring,Missing function or method docstring,C0116
92,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/92.py,missing-module-docstring,Missing module docstring,C0114
92,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/92.py,invalid-name,"Module name ""92"" doesn't conform to snake_case naming style",C0103
92,convention,any_int,1,0,1.0,11.0,sample_data/GPT_4_Simple_Prompt/Dataset/92.py,missing-function-docstring,Missing function or method docstring,C0116
72,convention,,2,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/72.py,missing-final-newline,Final newline missing,C0304
72,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/72.py,missing-module-docstring,Missing module docstring,C0114
72,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/72.py,invalid-name,"Module name ""72"" doesn't conform to snake_case naming style",C0103
72,convention,will_it_fly,1,0,1.0,15.0,sample_data/GPT_4_Simple_Prompt/Dataset/72.py,missing-function-docstring,Missing function or method docstring,C0116
33,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/33.py,missing-module-docstring,Missing module docstring,C0114
33,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/33.py,invalid-name,"Module name ""33"" doesn't conform to snake_case naming style",C0103
33,convention,sort_third,1,0,1.0,14.0,sample_data/GPT_4_Simple_Prompt/Dataset/33.py,missing-function-docstring,Missing function or method docstring,C0116
19,convention,,4,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/19.py,line-too-long,Line too long (104/100),C0301
19,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/19.py,missing-module-docstring,Missing module docstring,C0114
19,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/19.py,invalid-name,"Module name ""19"" doesn't conform to snake_case naming style",C0103
100,convention,,4,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/100.py,missing-final-newline,Final newline missing,C0304
100,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/100.py,missing-module-docstring,Missing module docstring,C0114
100,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/100.py,invalid-name,"Module name ""100"" doesn't conform to snake_case naming style",C0103
100,convention,make_a_pile,1,0,1.0,15.0,sample_data/GPT_4_Simple_Prompt/Dataset/100.py,missing-function-docstring,Missing function or method docstring,C0116
100,refactor,make_a_pile,4,11,4.0,61.0,sample_data/GPT_4_Simple_Prompt/Dataset/100.py,unnecessary-comprehension,"Unnecessary use of a comprehension, use list(range(n, 2 * n, 2 if n % 2 == 0 else 1)) instead.",R1721
126,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/126.py,missing-module-docstring,Missing module docstring,C0114
126,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/126.py,invalid-name,"Module name ""126"" doesn't conform to snake_case naming style",C0103
126,convention,is_sorted,1,0,1.0,13.0,sample_data/GPT_4_Simple_Prompt/Dataset/126.py,missing-function-docstring,Missing function or method docstring,C0116
126,refactor,is_sorted,4,4,11.0,20.0,sample_data/GPT_4_Simple_Prompt/Dataset/126.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
52,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/52.py,missing-module-docstring,Missing module docstring,C0114
52,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/52.py,invalid-name,"Module name ""52"" doesn't conform to snake_case naming style",C0103
50,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/50.py,missing-module-docstring,Missing module docstring,C0114
50,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/50.py,invalid-name,"Module name ""50"" doesn't conform to snake_case naming style",C0103
119,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/119.py,missing-module-docstring,Missing module docstring,C0114
119,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/119.py,invalid-name,"Module name ""119"" doesn't conform to snake_case naming style",C0103
119,convention,match_parens,1,0,1.0,16.0,sample_data/GPT_4_Simple_Prompt/Dataset/119.py,missing-function-docstring,Missing function or method docstring,C0116
119,refactor,match_parens,6,4,9.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/119.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
108,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/108.py,missing-module-docstring,Missing module docstring,C0114
108,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/108.py,invalid-name,"Module name ""108"" doesn't conform to snake_case naming style",C0103
108,convention,count_nums,1,0,1.0,14.0,sample_data/GPT_4_Simple_Prompt/Dataset/108.py,missing-function-docstring,Missing function or method docstring,C0116
163,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/163.py,missing-module-docstring,Missing module docstring,C0114
163,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/163.py,invalid-name,"Module name ""163"" doesn't conform to snake_case naming style",C0103
38,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/38.py,missing-module-docstring,Missing module docstring,C0114
38,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/38.py,invalid-name,"Module name ""38"" doesn't conform to snake_case naming style",C0103
5,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/5.py,missing-module-docstring,Missing module docstring,C0114
5,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/5.py,invalid-name,"Module name ""5"" doesn't conform to snake_case naming style",C0103
142,convention,,3,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/142.py,line-too-long,Line too long (138/100),C0301
142,convention,,4,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/142.py,line-too-long,Line too long (128/100),C0301
142,convention,,5,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/142.py,line-too-long,Line too long (133/100),C0301
142,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/142.py,missing-module-docstring,Missing module docstring,C0114
142,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/142.py,invalid-name,"Module name ""142"" doesn't conform to snake_case naming style",C0103
4,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/4.py,missing-module-docstring,Missing module docstring,C0114
4,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/4.py,invalid-name,"Module name ""4"" doesn't conform to snake_case naming style",C0103
4,convention,mean_absolute_deviation,1,0,1.0,27.0,sample_data/GPT_4_Simple_Prompt/Dataset/4.py,missing-function-docstring,Missing function or method docstring,C0116
4,error,mean_absolute_deviation,1,37,1.0,41.0,sample_data/GPT_4_Simple_Prompt/Dataset/4.py,undefined-variable,Undefined variable 'List',E0602
58,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/58.py,missing-module-docstring,Missing module docstring,C0114
58,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/58.py,invalid-name,"Module name ""58"" doesn't conform to snake_case naming style",C0103
93,convention,,19,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/93.py,missing-final-newline,Final newline missing,C0304
93,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/93.py,missing-module-docstring,Missing module docstring,C0114
93,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/93.py,invalid-name,"Module name ""93"" doesn't conform to snake_case naming style",C0103
93,convention,encode,1,0,1.0,10.0,sample_data/GPT_4_Simple_Prompt/Dataset/93.py,missing-function-docstring,Missing function or method docstring,C0116
29,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/29.py,missing-module-docstring,Missing module docstring,C0114
29,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/29.py,invalid-name,"Module name ""29"" doesn't conform to snake_case naming style",C0103
29,convention,filter_by_prefix,1,0,1.0,20.0,sample_data/GPT_4_Simple_Prompt/Dataset/29.py,missing-function-docstring,Missing function or method docstring,C0116
29,error,filter_by_prefix,1,30,1.0,34.0,sample_data/GPT_4_Simple_Prompt/Dataset/29.py,undefined-variable,Undefined variable 'List',E0602
29,error,filter_by_prefix,1,57,1.0,61.0,sample_data/GPT_4_Simple_Prompt/Dataset/29.py,undefined-variable,Undefined variable 'List',E0602
127,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/127.py,missing-module-docstring,Missing module docstring,C0114
127,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/127.py,invalid-name,"Module name ""127"" doesn't conform to snake_case naming style",C0103
127,convention,intersection,1,0,1.0,16.0,sample_data/GPT_4_Simple_Prompt/Dataset/127.py,missing-function-docstring,Missing function or method docstring,C0116
104,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/104.py,missing-module-docstring,Missing module docstring,C0114
104,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/104.py,invalid-name,"Module name ""104"" doesn't conform to snake_case naming style",C0103
104,convention,unique_digits,1,0,1.0,17.0,sample_data/GPT_4_Simple_Prompt/Dataset/104.py,missing-function-docstring,Missing function or method docstring,C0116
99,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/99.py,missing-module-docstring,Missing module docstring,C0114
99,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/99.py,invalid-name,"Module name ""99"" doesn't conform to snake_case naming style",C0103
99,convention,closest_integer,1,0,1.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/99.py,missing-function-docstring,Missing function or method docstring,C0116
99,refactor,closest_integer,3,4,6.0,42.0,sample_data/GPT_4_Simple_Prompt/Dataset/99.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
68,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/68.py,missing-module-docstring,Missing module docstring,C0114
68,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/68.py,invalid-name,"Module name ""68"" doesn't conform to snake_case naming style",C0103
68,convention,pluck,1,0,1.0,9.0,sample_data/GPT_4_Simple_Prompt/Dataset/68.py,missing-function-docstring,Missing function or method docstring,C0116
68,refactor,pluck,4,4,9.0,17.0,sample_data/GPT_4_Simple_Prompt/Dataset/68.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
135,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/135.py,missing-module-docstring,Missing module docstring,C0114
135,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/135.py,invalid-name,"Module name ""135"" doesn't conform to snake_case naming style",C0103
135,convention,can_arrange,1,0,1.0,15.0,sample_data/GPT_4_Simple_Prompt/Dataset/135.py,missing-function-docstring,Missing function or method docstring,C0116
71,convention,,23,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/71.py,missing-final-newline,Final newline missing,C0304
71,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/71.py,missing-module-docstring,Missing module docstring,C0114
71,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/71.py,invalid-name,"Module name ""71"" doesn't conform to snake_case naming style",C0103
89,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/89.py,missing-module-docstring,Missing module docstring,C0114
89,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/89.py,invalid-name,"Module name ""89"" doesn't conform to snake_case naming style",C0103
89,convention,encrypt,1,0,1.0,11.0,sample_data/GPT_4_Simple_Prompt/Dataset/89.py,missing-function-docstring,Missing function or method docstring,C0116
20,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/20.py,missing-module-docstring,Missing module docstring,C0114
20,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/20.py,invalid-name,"Module name ""20"" doesn't conform to snake_case naming style",C0103
20,convention,find_closest_elements,1,0,1.0,25.0,sample_data/GPT_4_Simple_Prompt/Dataset/20.py,missing-function-docstring,Missing function or method docstring,C0116
20,error,find_closest_elements,1,35,1.0,39.0,sample_data/GPT_4_Simple_Prompt/Dataset/20.py,undefined-variable,Undefined variable 'List',E0602
20,error,find_closest_elements,1,51,1.0,56.0,sample_data/GPT_4_Simple_Prompt/Dataset/20.py,undefined-variable,Undefined variable 'Tuple',E0602
87,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/87.py,missing-module-docstring,Missing module docstring,C0114
87,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/87.py,invalid-name,"Module name ""87"" doesn't conform to snake_case naming style",C0103
87,convention,get_row,1,0,1.0,11.0,sample_data/GPT_4_Simple_Prompt/Dataset/87.py,missing-function-docstring,Missing function or method docstring,C0116
87,convention,get_row,3,4,6.0,42.0,sample_data/GPT_4_Simple_Prompt/Dataset/87.py,consider-using-enumerate,Consider using enumerate instead of iterating with range and len,C0200
25,convention,,4,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/25.py,line-too-long,Line too long (117/100),C0301
25,convention,,16,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/25.py,superfluous-parens,Unnecessary parens after 'if' keyword,C0325
25,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/25.py,missing-module-docstring,Missing module docstring,C0114
25,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/25.py,invalid-name,"Module name ""25"" doesn't conform to snake_case naming style",C0103
117,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/117.py,missing-module-docstring,Missing module docstring,C0114
117,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/117.py,invalid-name,"Module name ""117"" doesn't conform to snake_case naming style",C0103
117,convention,select_words,1,0,1.0,16.0,sample_data/GPT_4_Simple_Prompt/Dataset/117.py,missing-function-docstring,Missing function or method docstring,C0116
117,refactor,select_words,6,16,6.0,63.0,sample_data/GPT_4_Simple_Prompt/Dataset/117.py,consider-using-generator,Consider using a generator instead 'sum(1 for char in word if char in consonants)',R1728
148,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/148.py,missing-module-docstring,Missing module docstring,C0114
148,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/148.py,invalid-name,"Module name ""148"" doesn't conform to snake_case naming style",C0103
148,convention,bf,1,0,1.0,6.0,sample_data/GPT_4_Simple_Prompt/Dataset/148.py,missing-function-docstring,Missing function or method docstring,C0116
148,refactor,bf,4,4,9.0,78.0,sample_data/GPT_4_Simple_Prompt/Dataset/148.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
62,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/62.py,missing-module-docstring,Missing module docstring,C0114
62,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/62.py,invalid-name,"Module name ""62"" doesn't conform to snake_case naming style",C0103
134,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/134.py,missing-module-docstring,Missing module docstring,C0114
134,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/134.py,invalid-name,"Module name ""134"" doesn't conform to snake_case naming style",C0103
134,convention,check_if_last_char_is_a_letter,1,0,1.0,34.0,sample_data/GPT_4_Simple_Prompt/Dataset/134.py,missing-function-docstring,Missing function or method docstring,C0116
42,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/42.py,missing-module-docstring,Missing module docstring,C0114
42,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/42.py,invalid-name,"Module name ""42"" doesn't conform to snake_case naming style",C0103
138,convention,,2,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/138.py,line-too-long,Line too long (103/100),C0301
138,convention,,8,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/138.py,line-too-long,Line too long (112/100),C0301
138,convention,,12,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/138.py,line-too-long,Line too long (117/100),C0301
138,convention,,16,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/138.py,line-too-long,Line too long (115/100),C0301
138,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/138.py,missing-module-docstring,Missing module docstring,C0114
138,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/138.py,invalid-name,"Module name ""138"" doesn't conform to snake_case naming style",C0103
138,refactor,is_equal_to_sum_even,9,4,18.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/138.py,no-else-return,"Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif""",R1705
24,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/24.py,missing-module-docstring,Missing module docstring,C0114
24,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/24.py,invalid-name,"Module name ""24"" doesn't conform to snake_case naming style",C0103
24,convention,largest_divisor,1,0,1.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/24.py,missing-function-docstring,Missing function or method docstring,C0116
144,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/144.py,missing-module-docstring,Missing module docstring,C0114
144,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/144.py,invalid-name,"Module name ""144"" doesn't conform to snake_case naming style",C0103
144,convention,simplify,2,0,2.0,12.0,sample_data/GPT_4_Simple_Prompt/Dataset/144.py,missing-function-docstring,Missing function or method docstring,C0116
144,refactor,simplify,7,4,10.0,20.0,sample_data/GPT_4_Simple_Prompt/Dataset/144.py,simplifiable-if-statement,The if statement can be replaced with 'return bool(test)',R1703
144,refactor,simplify,7,4,10.0,20.0,sample_data/GPT_4_Simple_Prompt/Dataset/144.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
120,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/120.py,missing-module-docstring,Missing module docstring,C0114
120,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/120.py,invalid-name,"Module name ""120"" doesn't conform to snake_case naming style",C0103
120,convention,maximum,1,0,1.0,11.0,sample_data/GPT_4_Simple_Prompt/Dataset/120.py,missing-function-docstring,Missing function or method docstring,C0116
114,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/114.py,missing-module-docstring,Missing module docstring,C0114
114,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/114.py,invalid-name,"Module name ""114"" doesn't conform to snake_case naming style",C0103
114,convention,minSubArraySum,1,0,1.0,18.0,sample_data/GPT_4_Simple_Prompt/Dataset/114.py,invalid-name,"Function name ""minSubArraySum"" doesn't conform to snake_case naming style",C0103
0,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/0.py,missing-module-docstring,Missing module docstring,C0114
0,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/0.py,invalid-name,"Module name ""0"" doesn't conform to snake_case naming style",C0103
0,convention,has_close_elements,1,0,1.0,22.0,sample_data/GPT_4_Simple_Prompt/Dataset/0.py,missing-function-docstring,Missing function or method docstring,C0116
0,error,has_close_elements,1,32,1.0,36.0,sample_data/GPT_4_Simple_Prompt/Dataset/0.py,undefined-variable,Undefined variable 'List',E0602
0,convention,has_close_elements,2,4,5.0,27.0,sample_data/GPT_4_Simple_Prompt/Dataset/0.py,consider-using-enumerate,Consider using enumerate instead of iterating with range and len,C0200
17,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/17.py,missing-module-docstring,Missing module docstring,C0114
17,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/17.py,invalid-name,"Module name ""17"" doesn't conform to snake_case naming style",C0103
17,error,parse_music,1,38,1.0,42.0,sample_data/GPT_4_Simple_Prompt/Dataset/17.py,undefined-variable,Undefined variable 'List',E0602
32,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/32.py,missing-module-docstring,Missing module docstring,C0114
32,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/32.py,invalid-name,"Module name ""32"" doesn't conform to snake_case naming style",C0103
32,convention,find_zero,2,0,2.0,13.0,sample_data/GPT_4_Simple_Prompt/Dataset/32.py,missing-function-docstring,Missing function or method docstring,C0116
32,error,find_zero,3,33,3.0,37.0,sample_data/GPT_4_Simple_Prompt/Dataset/32.py,undefined-variable,Undefined variable 'poly',E0602
101,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/101.py,missing-module-docstring,Missing module docstring,C0114
101,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/101.py,invalid-name,"Module name ""101"" doesn't conform to snake_case naming style",C0103
101,convention,words_string,1,0,1.0,16.0,sample_data/GPT_4_Simple_Prompt/Dataset/101.py,missing-function-docstring,Missing function or method docstring,C0116
41,convention,,20,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/41.py,line-too-long,Line too long (119/100),C0301
41,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/41.py,missing-module-docstring,Missing module docstring,C0114
41,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/41.py,invalid-name,"Module name ""41"" doesn't conform to snake_case naming style",C0103
35,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/35.py,missing-module-docstring,Missing module docstring,C0114
35,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/35.py,invalid-name,"Module name ""35"" doesn't conform to snake_case naming style",C0103
90,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/90.py,missing-module-docstring,Missing module docstring,C0114
90,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/90.py,invalid-name,"Module name ""90"" doesn't conform to snake_case naming style",C0103
90,convention,next_smallest,1,0,1.0,17.0,sample_data/GPT_4_Simple_Prompt/Dataset/90.py,missing-function-docstring,Missing function or method docstring,C0116
90,refactor,next_smallest,3,4,6.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/90.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
18,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/18.py,missing-module-docstring,Missing module docstring,C0114
18,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/18.py,invalid-name,"Module name ""18"" doesn't conform to snake_case naming style",C0103
18,convention,how_many_times,1,0,1.0,18.0,sample_data/GPT_4_Simple_Prompt/Dataset/18.py,missing-function-docstring,Missing function or method docstring,C0116
116,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/116.py,missing-module-docstring,Missing module docstring,C0114
116,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/116.py,invalid-name,"Module name ""116"" doesn't conform to snake_case naming style",C0103
